FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1488320|White Run|Stream|VA|51|Highland|091|382610N|0793313W|38.4362314|-79.5536585|382554N|0793533W|38.4316667|-79.5925|819|2687|Monterey|09/28/1979|
/28/1979|
1488322|Whitehorn Creek|Stream|VA|51|Highland|091|383000N|0792229W|38.5001207|-79.3747645|382641N|0792630W|38.4447222|-79.4416667|688|2257|Doe Hill|09/28/1979|
1482598|Cloverdale Presbyterian Church|Church|VA|51|Bath|017|380701N|0793102W|38.117071|-79.5172657|||||580|1903|Green Valley|09/28/1979|06/11/2007
1488326|Whiteman Run|Stream|VA|51|Highland|091|382504N|0792235W|38.4179003|-79.3764304|382424N|0792126W|38.4067897|-79.357263|660|2165|Doe Hill|09/28/1979|
1482643|Coles Mountain Fire Trail|Trail|VA|51|Bath|017|375814N|0795639W|37.9706804|-79.9442237|||||846|2776|Falling Spring|09/28/1979|
1488349|Wide Draft|Valley|VA|51|Highland|091|382030N|0792312W|38.3417908|-79.3867077|382034N|0792230W|38.3427778|-79.375|651|2136|McDowell|09/28/1979|
8|Crane Trail|Trail|VA|51|Bath|017|375522N|0794158W|37.9229059|-79.6994913|||||600|1968|Nimrod Hall|09/28/1979|
1488353|Wide Hollow|Valley|VA|51|Highland|091|381335N|0793146W|38.226514|-79.529489|381046N|0793048W|38.1794444|-79.5133333|525|1722|Williamsville|09/28/1979|
1482903|Dam Hollow|Valley|VA|51|Bath|017|381050N|0794927W|38.1806794|-79.8242204|381001N|0794806W|38.1669444|-79.8016667|596|1955|Sunrise|09/28/1979|
1488369|Wildcat Hollow|Valley|VA|51|Highland|091|382303N|0792123W|38.3842902|-79.3564294|382336N|0792211W|38.3933333|-79.3697222|729|2392|Palo Alto|09/28/1979|
17|380040N|0794935W|38.011237|-79.8264415|||||946|3104|Warm Springs|09/28/1979|
1488420|Wilson Hollow|Valley|VA|51|Highland|091|381829N|0792552W|38.3081799|-79.4311533|381645N|0792438W|38.2791667|-79.4105556|605|1985|McDowell|09/28/1979|
3077|Douthat Lake|Reservoir|VA|51|Bath|017|375421N|0794801W|37.9058696|-79.800276|||||441|1447|Healing Springs|09/28/1979|06/27/2011
1488460|Wolfe Draft|Valley|VA|51|Highland|091|381755N|0792700W|38.2987355|-79.4500427|381913N|0792545W|38.3202778|-79.4291667|584|1916|McDowell|09/28/1979|
|381341N|0794709W|38.2281792|-79.785886|381310N|0794544W|38.2194444|-79.7622222|611|2005|Sunrise|09/28/1979|
1488473|Wooden Run|Stream|VA|51|Highland|091|382718N|0793201W|38.45512|-79.5336581|382612N|0792930W|38.4367874|-79.491712|760|2493|Monterey|09/28/1979|
A|51|Bath|017|380916N|0794228W|38.1545695|-79.7078272|||||953|3127|Burnsville|09/28/1979|
1488515|Hannah Field Airport|Airport|VA|51|Highland|091|382354N|0793601W|38.3982049|-79.6002787|||||922|3025|Monterey|02/01/1991|04/13/2011
/11/2007
1488522|Hupman Valley Trail|Trail|VA|51|Highland|091|381450N|0793228W|38.247347|-79.5411562|||||634|2080|Williamsville|06/01/1991|
rt Lewis Trail|Trail|VA|51|Bath|017|380844N|0793747W|38.1456812|-79.6297692|||||806|2644|Burnsville|09/28/1979|
1488560|Stony Run Church|Church|VA|51|Highland|091|381342N|0794157W|38.2284575|-79.6992164|||||639|2096|Burnsville|06/01/1991|
9|1506|Williamsville|09/28/1979|
1488589|Locust Springs Picnic Area|Locale|VA|51|Highland|091|383505N|0793830W|38.5848383|-79.6417193|||||1131|3711|Thornwood|12/01/1991|
/28/1979|
1488592|Locust Springs Recreation Site|Locale|VA|51|Highland|091|383514N|0793839W|38.5873382|-79.6442194|||||1127|3697|Thornwood|12/01/1991|
ollow|Valley|VA|51|Bath|017|380829N|0795417W|38.1415123|-79.904779|380836N|0795317W|38.1433333|-79.8880556|605|1985|Minnehaha Springs|09/28/1979|
1488597|Hulit Draft|Stream|VA|51|Highland|091|381225N|0793222W|38.2070697|-79.5394892|381118N|0793140W|38.1883333|-79.5277778|536|1759|Williamsville|12/01/1991|
|Bath|017|380959N|0795314W|38.1665122|-79.8872784|381040N|0795357W|38.1777778|-79.8991667|642|2106|Minnehaha Springs|09/28/1979|
1488971|Confederate Breastworks|Locale|VA|51|Highland|091|381854N|0792312W|38.3151246|-79.3867074|||||809|2654|McDowell|06/01/1991|
|09/28/1979|06/11/2007
1492651|Brushy Hill|Summit|VA|51|Highland|091|382707N|0792627W|38.4520654|-79.4408772|||||875|2871|Doe Hill|09/28/1979|
4/19/2011
1492657|Buck Mountain|Summit|VA|51|Highland|091|382339N|0792600W|38.3942891|-79.4333764|||||941|3087|Doe Hill|09/28/1979|
|
1492673|Bullpasture Mountain|Summit|VA|51|Highland|091|382356N|0792443W|38.3990114|-79.4119869|||||1001|3284|Doe Hill|09/28/1979|
Sunrise|09/28/1979|
1492871|Doe Hill|Populated Place|VA|51|Highland|091|382555N|0792640W|38.4320658|-79.4444882|||||765|2510|Doe Hill|09/28/1979|
237|Nimrod Hall|09/28/1979|
1493602|Sirons Mill|Populated Place|VA|51|Highland|091|382351N|0792823W|38.3976218|-79.4730999|||||748|2454|Doe Hill|09/28/1979|
1401|Bath Alum|09/28/1979|
1493862|Phillips Hollow|Valley|VA|51|Highland|091|381837N|0792447W|38.3104023|-79.4130971|381817N|0792425W|38.3047222|-79.4069444|680|2231|McDowell|02/01/1991|
017|380226N|0795126W|38.0406807|-79.8572763|380206N|0794957W|38.035|-79.8325|532|1745|Warm Springs|09/28/1979|
1495224|Bald Knob|Summit|VA|51|Highland|091|382426N|0794244W|38.4073422|-79.7122745|||||1361|4465|Hightown|09/28/1979|
089406|487|1598|Falling Spring|09/28/1979|
1495244|Bear Mountain|Summit|VA|51|Highland|091|382012N|0793254W|38.3367894|-79.5483795|||||1076|3530|Monterey SE|09/28/1979|
ndian Draft|Valley|VA|51|Bath|017|380245N|0793630W|38.0459603|-79.6083789|380520N|0793737W|38.0890153|-79.6269909|425|1394|Green Valley|09/28/1979|
1495245|Bear Mountain|Summit|VA|51|Highland|091|382648N|0794126W|38.4467858|-79.6906076|||||1357|4452|Hightown|09/28/1979|
9|
1495319|Brushy Ridge|Summit|VA|51|Highland|091|381544N|0792439W|38.2623478|-79.4108744|||||1185|3888|McDowell|09/28/1979|
8|2093|Sunrise|09/28/1979|
1495364|Cedar Knob|Summit|VA|51|Highland|091|381958N|0792906W|38.332901|-79.4850442|||||758|2487|McDowell|09/28/1979|
56|625|2051|Sunrise|09/28/1979|
1495400|Clover Creek|Populated Place|VA|51|Highland|091|381612N|0793256W|38.2701242|-79.5489345|||||570|1870|Monterey SE|09/28/1979|
755|Mountain Grove|09/28/1979|
1495470|Doe Hill|Summit|VA|51|Highland|091|382313N|0793113W|38.3870661|-79.5203237|||||1210|3970|Monterey|09/28/1979|
838889|509|1670|Mountain Grove|09/28/1979|
1495691|Hightown|Populated Place|VA|51|Highland|091|382552N|0793754W|38.431231|-79.6317166|||||952|3123|Hightown|09/28/1979|
1558|Bath Alum|09/28/1979|
1495730|Hulls Hill|Summit|VA|51|Highland|091|382032N|0792809W|38.3423454|-79.4692104|||||927|3041|McDowell|09/28/1979|
38889|574|1883|Mountain Grove|09/28/1979|
1495838|Liberty|Populated Place|VA|51|Highland|091|381720N|0792734W|38.2890134|-79.4594873|||||574|1883|McDowell|09/28/1979|
844|Sunrise|09/28/1979|
1495899|Maple Knob|Summit|VA|51|Highland|091|382006N|0792701W|38.3351235|-79.4503209|||||950|3117|McDowell|09/28/1979|
11|414|1358|Green Valley|09/28/1979|
1495926|Meadowdale|Populated Place|VA|51|Highland|091|382234N|0793954W|38.3762321|-79.6650504|||||855|2805|Hightown|09/28/1979|
61111|538|1765|Healing Springs|09/28/1979|
1496000|New Hampden|Populated Place|VA|51|Highland|091|382934N|0793348W|38.4928967|-79.5633816|||||792|2598|Monterey|09/28/1979|
093|Healing Springs|09/28/1979|
1496110|Possum Trot|Populated Place|VA|51|Highland|091|382812N|0793156W|38.4701196|-79.5322693|||||768|2520|Monterey|09/28/1979|
mrod Hall|09/28/1979|
1496144|Rich Hills|Summit|VA|51|Highland|091|382453N|0793336W|38.414843|-79.5600474|||||1000|3281|Monterey|09/28/1979|
79|
1496194|Seybert Hills|Summit|VA|51|Highland|091|382552N|0793233W|38.4312316|-79.542547|||||967|3173|Monterey|09/28/1979|
16|485|1591|Nimrod Hall|09/28/1979|
1496212|Sheep Knob|Summit|VA|51|Highland|091|381727N|0792958W|38.2909573|-79.4994887|||||903|2963|McDowell|09/28/1979|
.8128319|536|1759|Mountain Grove|09/28/1979|
1496241|Sounding Knob|Summit|VA|51|Highland|091|382047N|0793523W|38.3465111|-79.5897699|||||1334|4377|Monterey SE|09/28/1979|
4|525|1722|Green Valley|09/28/1979|
1496325|Trimble|Populated Place|VA|51|Highland|091|381816N|0793708W|38.3045674|-79.618937|||||777|2549|Monterey SE|09/28/1979|
33|530|1739|Mountain Grove|09/28/1979|
1496326|Trimble Knob|Summit|VA|51|Highland|091|382417N|0793517W|38.404843|-79.5881037|||||952|3123|Monterey|09/28/1979|
9|2228|Burnsville|09/28/1979|
1496991|Little Mountain|Summit|VA|51|Highland|091|381701N|0794414W|38.283734|-79.7372737|||||990|3248|Mustoe|09/28/1979|
8008846|428|1404|Nimrod Hall|09/28/1979|
1497017|Mill Gap|Populated Place|VA|51|Highland|091|381918N|0794214W|38.3217888|-79.7039399|||||772|2533|Mustoe|09/28/1979|
133|Sunrise|09/28/1979|
1497033|Mustoe|Populated Place|VA|51|Highland|091|381925N|0793825W|38.3237335|-79.6403268|||||726|2382|Mustoe|09/28/1979|
13889|575|1886|Mountain Grove|09/28/1979|
1497068|Palo Alto|Populated Place|VA|51|Highland|091|382524N|0792213W|38.4234558|-79.3703192|||||652|2139|Palo Alto|09/28/1979|
Bath Alum|09/28/1979|
1497187|Vanderpool|Populated Place|VA|51|Highland|091|382210N|0793731W|38.3695658|-79.6253269|||||795|2608|Mustoe|09/28/1979|
1654|Williamsville|09/28/1979|
1498517|Monterey|Populated Place|VA|51|Highland|091|382444N|0793450W|38.4123429|-79.5806036|||||882|2894|Monterey|09/28/1979|03/17/2008
opulated Place|VA|51|Bath|017|380311N|0794134W|38.0531821|-79.6928259|||||479|1572|Bath Alum|09/28/1979|
1498741|Smith Field|Airport|VA|51|Highland|091|381809N|0793029W|38.3026237|-79.5081001|||||617|2024|Monterey SE|09/01/1992|
8/1979|
1499051|Alum Rock|Summit|VA|51|Highland|091|381236N|0793227W|38.2101253|-79.5408781|||||550|1804|Williamsville|09/28/1979|
85344|Meadow Lick Hollow|Valley|VA|51|Bath|017|380106N|0795710W|38.0184576|-79.9528356|380118N|0795853W|38.0216667|-79.9813889|525|1722|Mountain Grove|09/28/1979|
1499174|Buck Knob|Summit|VA|51|Highland|091|383438N|0793755W|38.5773385|-79.6319966|||||1214|3983|Thornwood|09/28/1979|
/28/1979|
1499527|Hardscrabble|Populated Place|VA|51|Highland|091|383341N|0793423W|38.561506|-79.5731053|||||782|2566|Snowy Mountain|09/28/1979|
s Ridge|Ridge|VA|51|Bath|017|380454N|0794111W|38.0817928|-79.6864371|||||624|2047|Bath Alum|09/28/1979|
1499846|Patna|Populated Place|VA|51|Highland|091|381401N|0793126W|38.2337362|-79.5239334|||||519|1703|Williamsville|09/28/1979|
0|Nimrod Hall|09/28/1979|
1500132|Snowy Mountain|Summit|VA|51|Highland|091|383313N|0793201W|38.5537286|-79.5336594|||||1370|4495|Snowy Mountain|09/28/1979|
lle|09/28/1979|
1673764|Bethel|Populated Place|VA|51|Highland|091|381452N|0793859W|38.247902|-79.6497706|||||812|2664|Burnsville|11/13/1995|
92|Mount Hope United Methodist Church|Church|VA|51|Bath|017|380247N|0795149W|38.0465139|-79.8636655|||||533|1749|Warm Springs|09/28/1979|06/11/2007
1673765|Blue Grass School (historical)|School|VA|51|Highland|091|382957N|0793303W|38.4992855|-79.5508813|||||777|2549|Monterey|11/13/1995|
/11/2007
1673766|Clover Creek Presbyterian Church|Church|VA|51|Highland|091|381612N|0793236W|38.2701243|-79.5433787|||||581|1906|Monterey SE|11/13/1995|
1485690|Mountain Top Trail|Trail|VA|51|Bath|017|375428N|0794651W|37.9079053|-79.7808828|||||766|2513|Healing Springs|09/28/1979|
1673767|Doe Hill School (historical)|School|VA|51|Highland|091|382559N|0792646W|38.4331769|-79.446155|||||768|2520|Doe Hill|11/13/1995|
ise|09/28/1979|
1673768|Flood School (historical)|School|VA|51|Highland|091|381426N|0793513W|38.2406802|-79.5869909|||||571|1873|Williamsville|11/13/1995|
gs|09/28/1979|
1673769|Green Hill School (historical)|School|VA|51|Highland|091|382007N|0794157W|38.3353996|-79.6992176|||||818|2684|Mustoe|11/13/1995|
ngs|09/28/1979|
1673770|Griffin Cemetery|Cemetery|VA|51|Highland|091|381846N|0793741W|38.3129006|-79.628104|||||842|2762|Mustoe|11/13/1995|
32|O'Farrell Hollow|Valley|VA|51|Bath|017|380534N|0795336W|38.0929019|-79.8933892|380558N|0795517W|38.0994444|-79.9213889|540|1772|Mountain Grove|09/28/1979|
1673771|Headwaters Brethren Church (historical)|Church|VA|51|Highland|091|381924N|0792455W|38.3234575|-79.4153196|||||625|2051|McDowell|11/13/1995|
ow|Valley|VA|51|Bath|017|380237N|0795559W|38.0437354|-79.9331127|380310N|0795736W|38.0527778|-79.96|580|1903|Mountain Grove|09/28/1979|
1673772|Headwaters Presbyterian Church|Church|VA|51|Highland|091|381930N|0792448W|38.3251241|-79.4133751|||||626|2054|McDowell|11/13/1995|
ville|09/28/1979|
1673773|Headwaters School (historical)|School|VA|51|Highland|091|381923N|0792452W|38.3231798|-79.4144862|||||632|2073|McDowell|11/13/1995|
ream|VA|51|Bath|017|380110N|0794536W|38.0195709|-79.7600499|375949N|0794719W|37.9970709|-79.788662|617|2024|Warm Springs|09/28/1979|
1673774|Highland County|Civil|VA|51|Highland|091|382200N|0792159W|38.3667904|-79.3664296|||||701|2300|West Augusta|11/13/1995|
Green Valley|09/28/1979|
1673775|Highland Elementary School|School|VA|51|Highland|091|382427N|0793446W|38.4074301|-79.579567|||||878|2881|Monterey|11/13/1995|09/15/2010
tream|VA|51|Bath|017|381038N|0794940W|38.177346|-79.8278318|380931N|0794838W|38.1586111|-79.8105556|595|1952|Sunrise|09/28/1979|
1673776|McDowell High School|School|VA|51|Highland|091|381953N|0792922W|38.3315121|-79.4894887|||||637|2090|McDowell|11/13/1995|
|Mountain Grove|09/28/1979|
1673777|Monterey Methodist Episcopal Church|Church|VA|51|Highland|091|382442N|0793446W|38.4117874|-79.5794924|||||880|2887|Monterey|11/13/1995|
e|09/28/1979|
1673778|Plum Grove School (historical)|School|VA|51|Highland|091|381952N|0793813W|38.3312334|-79.6369934|||||751|2464|Mustoe|11/13/1995|
 Alum|09/28/1979|
1673779|River View School (historical)|School|VA|51|Highland|091|381519N|0794101W|38.2554017|-79.6836606|||||672|2205|Mustoe|11/13/1995|
ville|09/28/1979|
1673780|Riverview Church (historical)|Church|VA|51|Highland|091|381519N|0794101W|38.2554017|-79.6836606|||||672|2205|Mustoe|11/13/1995|
amsville|09/28/1979|
1673781|Strait Creek School (historical)|School|VA|51|Highland|091|382447N|0793217W|38.4131765|-79.5381022|||||935|3068|Monterey|11/13/1995|
/1979|
1673782|Woods-Terry School (historical)|School|VA|51|Highland|091|381754N|0793946W|38.2984562|-79.6628272|||||705|2313|Mustoe|11/13/1995|
untain Grove|09/28/1979|
1690053|Buckeye (historical)|Populated Place|VA|51|Highland|091|381705N|0794452W|38.284845|-79.7478297|||||694|2277|Mustoe|05/01/1996|
Run|Stream|VA|51|Bath|017|381028N|0794432W|38.1745691|-79.7422728|380837N|0794425W|38.1436111|-79.7402778|592|1942|Burnsville|09/28/1979|
1690054|Warwick Run|Stream|VA|51|Highland|091|381710N|0794447W|38.2862339|-79.7464408|381807N|0794819W|38.3020662|-79.8053322|691|2267|Mustoe|05/01/1996|05/13/2011
|380249N|0795211W|38.0470693|-79.8697768|380050N|0795013W|38.0138889|-79.8369444|505|1657|Warm Springs|09/28/1979|
1690062|Naples (historical)|Populated Place|VA|51|Highland|091|382209N|0794150W|38.3692877|-79.6972736|||||807|2648|Mustoe|05/01/1996|
ntain Grove|09/28/1979|
1690063|Siebert Run|Stream|VA|51|Highland|091|382141N|0794200W|38.3615101|-79.7000514|382225N|0794338W|38.3736111|-79.7272222|772|2533|Mustoe|05/01/1996|
979|
1699733|Lawson Knob|Summit|VA|51|Highland|091|381913N|0793935W|38.3204002|-79.6597718|||||834|2736|Mustoe|07/01/1996|
s|09/28/1979|
1759742|Cedar Ridge|Ridge|VA|51|Highland|091|381858N|0793913W|38.3162337|-79.6536604|||||808|2651|Mustoe|08/27/1997|
/28/1979|
1781929|Stark Ridge|Ridge|VA|51|Highland|091|381904N|0793939W|38.3179003|-79.6608829|||||844|2769|Mustoe|02/11/1998|
/1979|04/19/2011
1848394|Eowyns Run|Stream|VA|51|Highland|091|381621N|0794457W|38.2726231|-79.7492184|381626N|0794637W|38.2740117|-79.7769973|683|2241|Mustoe|08/23/1999|
ey|VA|51|Bath|017|381318N|0794728W|38.2217903|-79.791164|381410N|0794831W|38.2361111|-79.8086111|611|2005|Sunrise|09/28/1979|
1927102|Blue Grass District|Civil|VA|51|Highland|091|382535N|0793943W|38.4263385|-79.661925|||||937|3074|Hightown|07/18/2001|02/27/2009
1|Mountain Grove|09/28/1979|
1927411|Monterey District|Civil|VA|51|Highland|091|382120N|0793602W|38.3554354|-79.600688|||||1044|3425|Monterey SE|07/18/2001|02/27/2009
rise|09/28/1979|
1927524|Stonewall District|Civil|VA|51|Highland|091|381900N|0792835W|38.3167063|-79.476453|||||820|2690|McDowell|07/18/2001|02/27/2009
aling Springs|09/28/1979|
2391311|Town of Monterey|Civil|VA|51|Highland|091|382442N|0793451W|38.4115829|-79.580854|||||884|2900|Monterey|02/19/2008|
080|South Fork Pads Creek|Stream|VA|51|Bath|017|375310N|0794205W|37.8862396|-79.7014355|375514N|0793748W|37.9205556|-79.63|379|1243|Nimrod Hall|09/28/1979|
1487116|Yellow Poplar Hollow|Valley|VA|51|Bath|017|380215N|0795620W|38.0376243|-79.9389463|380249N|0795754W|38.0469444|-79.965|556|1824|Mountain Grove|09/28/1979|
1487147|Shanty Ridge|Ridge|VA|51|Bath|017|381128N|0793448W|38.1912364|-79.5800459|||||636|2087|Williamsville|09/28/1979|
1487203|Shingle Tree Hollow|Valley|VA|51|Bath|017|380102N|0794340W|38.017349|-79.7278266|380120N|0794435W|38.0222222|-79.7430556|552|1811|Bath Alum|09/28/1979|
1487223|Short Ridge|Ridge|VA|51|Bath|017|380928N|0793016W|38.1579039|-79.5044878|||||953|3127|Williamsville|09/28/1979|
1487270|Sively Cemetery|Cemetery|VA|51|Bath|017|380921N|0795042W|38.1559572|-79.8450545|||||596|1955|Sunrise|09/28/1979|
1487316|Slim Ridge|Ridge|VA|51|Bath|017|375631N|0794558W|37.9420718|-79.7661604|||||554|1818|Healing Springs|09/28/1979|
1487318|Slim Ridge Hollow|Valley|VA|51|Bath|017|375633N|0794627W|37.9426272|-79.7742162|375626N|0794547W|37.9405556|-79.7630556|524|1719|Healing Springs|09/28/1979|
1487422|South Sister Knob|Summit|VA|51|Bath|017|380746N|0793349W|38.1295706|-79.563656|||||942|3091|Williamsville|09/28/1979|
1487459|Spring Run|Stream|VA|51|Bath|017|380733N|0795156W|38.1259573|-79.8656106|380656N|0795109W|38.1156799|-79.8525545|561|1841|Sunrise|09/28/1979|
1487473|Springhouse Run|Stream|VA|51|Bath|017|381118N|0794849W|38.1884571|-79.8136646|381217N|0795018W|38.2047222|-79.8383333|603|1978|Sunrise|09/28/1979|
1487567|Stewart Hollow|Valley|VA|51|Bath|017|380433N|0795411W|38.0759575|-79.9031117|380504N|0795539W|38.0844444|-79.9275|529|1736|Mountain Grove|09/28/1979|
1487582|Stillhouse Hollow|Valley|VA|51|Bath|017|381115N|0794401W|38.1876245|-79.7336616|381142N|0794538W|38.1951242|-79.7606069|603|1978|Burnsville|09/28/1979|
1487671|Stuart Run|Stream|VA|51|Bath|017|375942N|0793753W|37.9951275|-79.6314348|380905N|0793129W|38.151515|-79.5247661|393|1289|Nimrod Hall|09/28/1979|
1487693|Sugar Hollow|Valley|VA|51|Bath|017|375939N|0793709W|37.9942943|-79.6192121|375813N|0793756W|37.9704057|-79.6322678|400|1312|Millboro|09/28/1979|
1487745|Swamill Hollow|Valley|VA|51|Bath|017|375624N|0794634W|37.9401272|-79.7761608|375608N|0794546W|37.9355556|-79.7627778|512|1680|Healing Springs|09/28/1979|
1487770|Tancroft Hollow|Valley|VA|51|Bath|017|380554N|0793843W|38.0984594|-79.6453249|380458N|0793811W|38.0827778|-79.6363889|451|1480|Bath Alum|09/28/1979|
1487854|The Spurs|Ridge|VA|51|Bath|017|380316N|0793810W|38.0545712|-79.6361576|||||478|1568|Bath Alum|09/28/1979|
1487936|Tobacco House Ridge Trail|Trail|VA|51|Bath|017|375353N|0794824W|37.8981829|-79.8067171|||||476|1562|Healing Springs|09/28/1979|
1487962|Tower Hill Mountain Trail|Trail|VA|51|Bath|017|380758N|0793927W|38.1329034|-79.6575477|||||943|3094|Burnsville|09/28/1979|
1488034|Turkeypen Hollow|Valley|VA|51|Bath|017|380536N|0793924W|38.0934595|-79.656714|380631N|0794033W|38.1086111|-79.6758333|451|1480|Bath Alum|09/28/1979|
1488070|Upper Brushy Gap|Gap|VA|51|Bath|017|375304N|0794730W|37.884572|-79.7917163|||||542|1778|Healing Springs|09/28/1979|
1488096|Valley Elementary School|School|VA|51|Bath|017|375823N|0795108W|37.9730883|-79.8522387|||||756|2480|Healing Springs|09/28/1979|09/15/2010
1488121|Venable Hollow|Valley|VA|51|Bath|017|380324N|0793751W|38.0567935|-79.6308797|380429N|0793821W|38.0747222|-79.6391667|459|1506|Bath Alum|09/28/1979|
1488177|Walnut Tree Hollow|Valley|VA|51|Bath|017|380516N|0794159W|38.0879038|-79.6997708|380522N|0794308W|38.0894444|-79.7188889|496|1627|Bath Alum|09/28/1979|
1488196|Warm Springs Mountain Trail|Trail|VA|51|Bath|017|380513N|0794442W|38.0870702|-79.7450499|||||1101|3612|Bath Alum|09/28/1979|
1488198|Warm Springs Valley|Valley|VA|51|Bath|017|380252N|0794727W|38.0479036|-79.7908847|375733N|0795150W|37.9592926|-79.8639425|686|2251|Warm Springs|09/28/1979|
1488260|Westminister Chapel|Church|VA|51|Bath|017|380624N|0793848W|38.1067927|-79.6467138|||||529|1736|Bath Alum|09/28/1979|
1488293|White Oak Draft|Valley|VA|51|Bath|017|381226N|0793505W|38.2073473|-79.5847684|381018N|0793749W|38.171792|-79.630325|515|1690|Williamsville|09/28/1979|
1488321|White Sulphur Spring Branch|Stream|VA|51|Bath|017|380524N|0793420W|38.0901266|-79.5722671|380725N|0793340W|38.1236111|-79.5611111|493|1617|Green Valley|09/28/1979|
1488352|Wide Hollow|Valley|VA|51|Bath|017|380942N|0793519W|38.1617923|-79.588657|381104N|0793611W|38.1844444|-79.6030556|475|1558|Williamsville|09/28/1979|
1488375|Wildcat Ridge|Ridge|VA|51|Bath|017|381135N|0795312W|38.1931786|-79.886723|||||968|3176|Minnehaha Springs|09/28/1979|
1488425|Winding Trail|Trail|VA|51|Bath|017|380133N|0795056W|38.0259587|-79.8489425|||||572|1877|Warm Springs|09/28/1979|
1488451|Wolf Run Hollow|Valley|VA|51|Bath|017|380436N|0794148W|38.0767929|-79.696715|380449N|0794337W|38.0802778|-79.7269444|476|1562|Bath Alum|09/28/1979|
1488506|Bath County Pumped Storage Lake|Reservoir|VA|51|Bath|017|381137N|0794835W|38.1937349|-79.8097756|||||608|1995|Sunrise|05/01/1991|
1488512|Open Trail|Trail|VA|51|Bath|017|375919N|0795132W|37.9887368|-79.8589426|||||736|2415|Healing Springs|02/01/1991|
1488523|TM Gathright Wildlife Management Area|Park|VA|51|Bath|017|380112N|0795637W|38.0201244|-79.9436686|||||639|2096|Mountain Grove|06/01/1991|
1488559|Duncan Knob Lookout|Locale|VA|51|Bath|017|380951N|0794218W|38.1642917|-79.7050494|||||1162|3812|Burnsville|06/01/1991|
1488578|Homested Hotel|Building|VA|51|Bath|017|375936N|0794948W|37.9934593|-79.8300526|||||727|2385|Healing Springs|12/01/1991|
1488582|Warm Springs Baths|Spring|VA|51|Bath|017|380304N|0794704W|38.0512369|-79.7844956|||||700|2297|Warm Springs|12/01/1991|
1488584|Bald Knob Lookout|Locale|VA|51|Bath|017|375527N|0795108W|37.9242931|-79.8522749|||||1293|4242|Healing Springs|12/01/1991|
1488593|Warwick Mansion|Locale|VA|51|Bath|017|380628N|0794854W|38.1079026|-79.8150529|||||561|1841|Warm Springs|12/01/1991|
1488602|High Top Lookout Tower|Tower|VA|51|Bath|017|380404N|0795737W|38.0679015|-79.9603363|||||1108|3635|Mountain Grove|12/01/1991|
1488608|McClintic Point Primitive Campground|Locale|VA|51|Bath|017|380050N|0795512W|38.0140136|-79.9200565|||||488|1601|Mountain Grove|12/01/1991|
1489211|Douthat Dam|Dam|VA|51|Bath|017|375409N|0794811W|37.9026013|-79.8030485|||||433|1421|Healing Springs|09/01/1992|06/07/2011
1489214|Aviation, Golf and Farm Club Dam|Dam|VA|51|Bath|017|380306N|0794311W|38.0517931|-79.7197711|||||501|1644|Bath Alum|09/01/1992|
1489216|Lake Bacova Dam|Dam|VA|51|Bath|017|380308N|0795037W|38.0523474|-79.8436647|||||556|1824|Warm Springs|09/01/1992|
1489218|Bear Loop Hunt Club Dam|Dam|VA|51|Bath|017|375936N|0794323W|37.9934604|-79.723104|||||450|1476|Nimrod Hall|09/01/1992|
1492584|Black Rock|Summit|VA|51|Bath|017|380516N|0794330W|38.0879037|-79.7250494|||||882|2894|Bath Alum|09/28/1979|
1492679|Burnsville|Populated Place|VA|51|Bath|017|381040N|0793851W|38.1779029|-79.6475478|||||725|2379|Burnsville|09/28/1979|
1493798|White Rock Mountain|Summit|VA|51|Bath|017|381126N|0793939W|38.1906805|-79.6608816|||||971|3186|Burnsville|09/28/1979|
1494863|Carloover|Populated Place|VA|51|Bath|017|375527N|0795319W|37.9242926|-79.8886653|||||756|2480|Falling Spring|09/28/1979|
1495223|Bald Knob|Summit|VA|51|Bath|017|375527N|0795107W|37.9242931|-79.8519971|||||1293|4242|Healing Springs|09/28/1979|
1495613|Green Valley|Populated Place|VA|51|Bath|017|380449N|0793557W|38.0804044|-79.5992122|||||468|1535|Green Valley|09/28/1979|06/11/2007
1495671|Healing Springs|Populated Place|VA|51|Bath|017|375739N|0795145W|37.9609592|-79.8625536|||||680|2231|Healing Springs|09/28/1979|
1495720|Hot Springs|Populated Place|VA|51|Bath|017|375958N|0794954W|37.9995703|-79.8317193|||||681|2234|Healing Springs|09/28/1979|01/29/2011
1495936|Middle Mountain|Summit|VA|51|Bath|017|375429N|0794952W|37.9081824|-79.8311627|||||953|3127|Healing Springs|09/28/1979|
1495947|Mill Hill|Summit|VA|51|Bath|017|375916N|0795740W|37.9879023|-79.961169|||||564|1850|Falling Spring|09/28/1979|
1495964|Mooretown|Populated Place|VA|51|Bath|017|380615N|0795404W|38.1042906|-79.9011674|||||563|1847|Mountain Grove|09/28/1979|
